,subject_id,trial_no,item_id,importance,naturalness,force_cond,flavour_cond,item_no,item_type,exclude,list
2470,642f416873973f9f78685164,27,notcrucial29,2,2,filler,filler,29,filler,0,5
2485,642f416873973f9f78685164,42,notcrucial37,1,5,filler,filler,37,filler,0,5
2483,642f416873973f9f78685164,40,notgoing34,0,6,filler,filler,34,filler,0,5
2453,642f416873973f9f78685164,10,notgoing38,0,6,filler,filler,38,filler,0,5
2451,642f416873973f9f78685164,8,notgoing42,0,6,filler,filler,42,filler,0,5
2462,642f416873973f9f78685164,19,notvital33,2,4,filler,filler,33,filler,0,5
2463,642f416873973f9f78685164,20,notvital41,2,4,filler,filler,41,filler,0,5
2474,642f416873973f9f78685164,31,p_circ12,1,6,p,circ,12,content,0,5
2455,642f416873973f9f78685164,12,p_circ18,0,6,p,circ,18,content,0,5
2444,642f416873973f9f78685164,1,p_circ6,1,6,p,circ,6,content,0,5
2447,642f416873973f9f78685164,4,p_deontic14,3,6,p,deontic,14,content,0,5
2467,642f416873973f9f78685164,24,p_deontic2,4,6,p,deontic,2,content,0,5
2458,642f416873973f9f78685164,15,p_deontic8,4,6,p,deontic,8,content,0,5
2479,642f416873973f9f78685164,36,p_epist1,0,5,p,epist,1,content,0,5
2468,642f416873973f9f78685164,25,p_epist13,0,1,p,epist,13,content,0,5
2448,642f416873973f9f78685164,5,p_epist7,1,5,p,epist,7,content,0,5
1133,64408b4921bee382014b3233,18,happy22,2,6,filler,filler,22,filler,0,3
1153,64408b4921bee382014b3233,38,happy26,5,5,filler,filler,26,filler,0,3
1146,64408b4921bee382014b3233,31,happy30,6,6,filler,filler,30,filler,0,3
1130,64408b4921bee382014b3233,15,high_crucial31,6,6,filler,filler,31,filler,0,3
1127,64408b4921bee382014b3233,12,high_crucial39,6,6,filler,filler,39,filler,0,3
1135,64408b4921bee382014b3233,20,high_vital19,6,6,filler,filler,19,filler,0,3
1119,64408b4921bee382014b3233,4,high_vital23,6,6,filler,filler,23,filler,0,3
1155,64408b4921bee382014b3233,40,high_vital27,6,6,filler,filler,27,filler,0,3
1124,64408b4921bee382014b3233,9,high_vital35,6,6,filler,filler,35,filler,0,3
1131,64408b4921bee382014b3233,16,ip_circ1,4,5,ip,circ,1,content,0,3
1142,64408b4921bee382014b3233,27,ip_circ13,5,5,ip,circ,13,content,0,3
1116,64408b4921bee382014b3233,1,ip_circ7,6,5,ip,circ,7,content,0,3
1156,64408b4921bee382014b3233,41,ip_deontic15,6,6,ip,deontic,15,content,0,3
1121,64408b4921bee382014b3233,6,ip_deontic3,6,5,ip,deontic,3,content,0,3
1149,64408b4921bee382014b3233,34,ip_deontic9,6,4,ip,deontic,9,content,0,3
1151,64408b4921bee382014b3233,36,ip_epist14,5,2,ip,epist,14,content,0,3
1118,64408b4921bee382014b3233,3,ip_epist2,2,1,ip,epist,2,content,0,3
1140,64408b4921bee382014b3233,25,ip_epist8,2,1,ip,epist,8,content,0,3
1126,64408b4921bee382014b3233,11,low_clear20,3,5,filler,filler,20,filler,0,3
1154,64408b4921bee382014b3233,39,low_clear24,4,5,filler,filler,24,filler,0,3
1123,64408b4921bee382014b3233,8,low_clear28,3,4,filler,filler,28,filler,0,3
1117,64408b4921bee382014b3233,2,low_obvious32,3,4,filler,filler,32,filler,0,3
1157,64408b4921bee382014b3233,42,low_obvious36,2,3,filler,filler,36,filler,0,3
1141,64408b4921bee382014b3233,26,low_obvious40,5,5,filler,filler,40,filler,0,3
1122,64408b4921bee382014b3233,7,notcrucial21,4,3,filler,filler,21,filler,0,3
1145,64408b4921bee382014b3233,30,notcrucial25,2,1,filler,filler,25,filler,0,3
1143,64408b4921bee382014b3233,28,notcrucial29,2,2,filler,filler,29,filler,0,3
1128,64408b4921bee382014b3233,13,notcrucial37,3,4,filler,filler,37,filler,0,3
1132,64408b4921bee382014b3233,17,notgoing34,3,4,filler,filler,34,filler,0,3
1138,64408b4921bee382014b3233,23,notgoing38,3,4,filler,filler,38,filler,0,3
1139,64408b4921bee382014b3233,24,notgoing42,4,5,filler,filler,42,filler,0,3
1134,64408b4921bee382014b3233,19,notvital33,4,5,filler,filler,33,filler,0,3
1125,64408b4921bee382014b3233,10,notvital41,3,4,filler,filler,41,filler,0,3
1137,64408b4921bee382014b3233,22,p_circ10,4,5,p,circ,10,content,0,3
1144,64408b4921bee382014b3233,29,p_circ16,6,6,p,circ,16,content,0,3
1150,64408b4921bee382014b3233,35,p_circ4,5,3,p,circ,4,content,0,3
1147,64408b4921bee382014b3233,32,p_deontic12,6,6,p,deontic,12,content,0,3
1120,64408b4921bee382014b3233,5,p_deontic18,5,6,p,deontic,18,content,0,3
1136,64408b4921bee382014b3233,21,p_deontic6,6,6,p,deontic,6,content,0,3
1129,64408b4921bee382014b3233,14,p_epist11,3,4,p,epist,11,content,0,3
1152,64408b4921bee382014b3233,37,p_epist17,5,4,p,epist,17,content,0,3
1148,64408b4921bee382014b3233,33,p_epist5,4,4,p,epist,5,content,0,3
1581,6441b0f5f46c95a03b9ff02f,8,happy22,1,6,filler,filler,22,filler,0,4
1602,6441b0f5f46c95a03b9ff02f,29,happy26,1,6,filler,filler,26,filler,0,4
1593,6441b0f5f46c95a03b9ff02f,20,happy30,2,6,filler,filler,30,filler,0,4
1577,6441b0f5f46c95a03b9ff02f,4,high_crucial31,6,5,filler,filler,31,filler,0,4
1575,6441b0f5f46c95a03b9ff02f,2,high_crucial39,6,5,filler,filler,39,filler,0,4
1590,6441b0f5f46c95a03b9ff02f,17,high_vital19,6,6,filler,filler,19,filler,0,4
1615,6441b0f5f46c95a03b9ff02f,42,high_vital23,6,5,filler,filler,23,filler,0,4
1597,6441b0f5f46c95a03b9ff02f,24,high_vital27,6,6,filler,filler,27,filler,0,4
1611,6441b0f5f46c95a03b9ff02f,38,high_vital35,5,5,filler,filler,35,filler,0,4
1614,6441b0f5f46c95a03b9ff02f,41,ip_circ14,4,4,ip,circ,14,content,0,4
1574,6441b0f5f46c95a03b9ff02f,1,ip_circ2,2,2,ip,circ,2,content,0,4
1601,6441b0f5f46c95a03b9ff02f,28,ip_circ8,3,5,ip,circ,8,content,0,4
1583,6441b0f5f46c95a03b9ff02f,10,ip_deontic10,5,6,ip,deontic,10,content,0,4
1598,6441b0f5f46c95a03b9ff02f,25,ip_deontic16,4,6,ip,deontic,16,content,0,4
1588,6441b0f5f46c95a03b9ff02f,15,ip_deontic4,6,5,ip,deontic,4,content,0,4
1613,6441b0f5f46c95a03b9ff02f,40,ip_epist15,2,5,ip,epist,15,content,0,4
1609,6441b0f5f46c95a03b9ff02f,36,ip_epist3,2,4,ip,epist,3,content,0,4
1576,6441b0f5f46c95a03b9ff02f,3,ip_epist9,1,3,ip,epist,9,content,0,4
1595,6441b0f5f46c95a03b9ff02f,22,low_clear20,1,5,filler,filler,20,filler,0,4
1603,6441b0f5f46c95a03b9ff02f,30,low_clear24,1,4,filler,filler,24,filler,0,4
1599,6441b0f5f46c95a03b9ff02f,26,low_clear28,1,2,filler,filler,28,filler,0,4
1605,6441b0f5f46c95a03b9ff02f,32,low_obvious32,0,2,filler,filler,32,filler,0,4
1586,6441b0f5f46c95a03b9ff02f,13,low_obvious36,0,5,filler,filler,36,filler,0,4
1610,6441b0f5f46c95a03b9ff02f,37,low_obvious40,1,5,filler,filler,40,filler,0,4
1594,6441b0f5f46c95a03b9ff02f,21,notcrucial21,4,5,filler,filler,21,filler,0,4
1580,6441b0f5f46c95a03b9ff02f,7,notcrucial25,2,4,filler,filler,25,filler,0,4
1596,6441b0f5f46c95a03b9ff02f,23,notcrucial29,1,4,filler,filler,29,filler,0,4
1604,6441b0f5f46c95a03b9ff02f,31,notcrucial37,2,4,filler,filler,37,filler,0,4
1608,6441b0f5f46c95a03b9ff02f,35,notgoing34,1,6,filler,filler,34,filler,0,4
1589,6441b0f5f46c95a03b9ff02f,16,notgoing38,1,6,filler,filler,38,filler,0,4
1579,6441b0f5f46c95a03b9ff02f,6,notgoing42,0,6,filler,filler,42,filler,0,4
1592,6441b0f5f46c95a03b9ff02f,19,notvital33,2,4,filler,filler,33,filler,0,4
1600,6441b0f5f46c95a03b9ff02f,27,notvital41,2,4,filler,filler,41,filler,0,4
1606,6441b0f5f46c95a03b9ff02f,33,p_circ11,2,5,p,circ,11,content,0,4
1591,6441b0f5f46c95a03b9ff02f,18,p_circ17,3,5,p,circ,17,content,0,4
1582,6441b0f5f46c95a03b9ff02f,9,p_circ5,0,4,p,circ,5,content,0,4
1607,6441b0f5f46c95a03b9ff02f,34,p_deontic1,3,6,p,deontic,1,content,0,4
1585,6441b0f5f46c95a03b9ff02f,12,p_deontic13,2,6,p,deontic,13,content,0,4
1584,6441b0f5f46c95a03b9ff02f,11,p_deontic7,4,6,p,deontic,7,content,0,4
1612,6441b0f5f46c95a03b9ff02f,39,p_epist12,0,4,p,epist,12,content,0,4
1578,6441b0f5f46c95a03b9ff02f,5,p_epist18,1,2,p,epist,18,content,0,4
1587,6441b0f5f46c95a03b9ff02f,14,p_epist6,0,3,p,epist,6,content,0,4
2248,64d525cf660422c33e465cf4,34,happy22,3,6,filler,filler,22,filler,0,1
2230,64d525cf660422c33e465cf4,16,happy26,0,6,filler,filler,26,filler,0,1
2232,64d525cf660422c33e465cf4,18,happy30,1,6,filler,filler,30,filler,0,1
2252,64d525cf660422c33e465cf4,38,high_crucial31,6,6,filler,filler,31,filler,0,1
2247,64d525cf660422c33e465cf4,33,high_crucial39,6,6,filler,filler,39,filler,0,1
2225,64d525cf660422c33e465cf4,11,high_vital19,6,5,filler,filler,19,filler,0,1
2231,64d525cf660422c33e465cf4,17,high_vital23,6,6,filler,filler,23,filler,0,1
2219,64d525cf660422c33e465cf4,5,high_vital27,6,6,filler,filler,27,filler,0,1
2249,64d525cf660422c33e465cf4,35,high_vital35,6,6,filler,filler,35,filler,0,1
2239,64d525cf660422c33e465cf4,25,ip_circ11,5,6,ip,circ,11,content,0,1
2235,64d525cf660422c33e465cf4,21,ip_circ17,3,5,ip,circ,17,content,0,1
2228,64d525cf660422c33e465cf4,14,ip_circ5,1,3,ip,circ,5,content,0,1
2226,64d525cf660422c33e465cf4,12,ip_deontic1,4,5,ip,deontic,1,content,0,1
2236,64d525cf660422c33e465cf4,22,ip_deontic13,5,6,ip,deontic,13,content,0,1
2220,64d525cf660422c33e465cf4,6,ip_deontic7,4,5,ip,deontic,7,content,0,1
2229,64d525cf660422c33e465cf4,15,ip_epist12,1,6,ip,epist,12,content,0,1
2218,64d525cf660422c33e465cf4,4,ip_epist18,0,5,ip,epist,18,content,0,1
2241,64d525cf660422c33e465cf4,27,ip_epist6,4,6,ip,epist,6,content,0,1
2222,64d525cf660422c33e465cf4,8,low_clear20,3,5,filler,filler,20,filler,0,1
2233,64d525cf660422c33e465cf4,19,low_clear24,2,1,filler,filler,24,filler,0,1
2224,64d525cf660422c33e465cf4,10,low_clear28,0,5,filler,filler,28,filler,0,1
2250,64d525cf660422c33e465cf4,36,low_obvious32,3,6,filler,filler,32,filler,0,1
2256,64d525cf660422c33e465cf4,42,low_obvious36,4,6,filler,filler,36,filler,0,1
2240,64d525cf660422c33e465cf4,26,low_obvious40,1,0,filler,filler,40,filler,0,1
2246,64d525cf660422c33e465cf4,32,notcrucial21,1,6,filler,filler,21,filler,0,1
2253,64d525cf660422c33e465cf4,39,notcrucial25,1,2,filler,filler,25,filler,0,1
2216,64d525cf660422c33e465cf4,2,notcrucial29,6,3,filler,filler,29,filler,0,1
2221,64d525cf660422c33e465cf4,7,notcrucial37,0,6,filler,filler,37,filler,0,1
2251,64d525cf660422c33e465cf4,37,notgoing34,1,2,filler,filler,34,filler,0,1
2245,64d525cf660422c33e465cf4,31,notgoing38,4,6,filler,filler,38,filler,0,1
2234,64d525cf660422c33e465cf4,20,notgoing42,3,5,filler,filler,42,filler,0,1
2242,64d525cf660422c33e465cf4,28,notvital33,0,6,filler,filler,33,filler,0,1
2244,64d525cf660422c33e465cf4,30,notvital41,0,6,filler,filler,41,filler,0,1
2227,64d525cf660422c33e465cf4,13,p_circ14,2,6,p,circ,14,content,0,1
2243,64d525cf660422c33e465cf4,29,p_circ2,4,3,p,circ,2,content,0,1
2255,64d525cf660422c33e465cf4,41,p_circ8,2,0,p,circ,8,content,0,1
2215,64d525cf660422c33e465cf4,1,p_deontic10,2,1,p,deontic,10,content,0,1
2254,64d525cf660422c33e465cf4,40,p_deontic16,4,6,p,deontic,16,content,0,1
2238,64d525cf660422c33e465cf4,24,p_deontic4,5,5,p,deontic,4,content,0,1
2223,64d525cf660422c33e465cf4,9,p_epist15,2,2,p,epist,15,content,0,1
2217,64d525cf660422c33e465cf4,3,p_epist3,1,5,p,epist,3,content,0,1
2237,64d525cf660422c33e465cf4,23,p_epist9,5,3,p,epist,9,content,0,1
788,64d5939602a7c6d21e8b7dcf,14,happy22,3,6,filler,filler,22,filler,0,0
781,64d5939602a7c6d21e8b7dcf,7,happy26,3,6,filler,filler,26,filler,0,0
815,64d5939602a7c6d21e8b7dcf,41,happy30,3,6,filler,filler,30,filler,0,0
810,64d5939602a7c6d21e8b7dcf,36,high_crucial31,6,4,filler,filler,31,filler,0,0
807,64d5939602a7c6d21e8b7dcf,33,high_crucial39,6,5,filler,filler,39,filler,0,0
793,64d5939602a7c6d21e8b7dcf,19,high_vital19,5,4,filler,filler,19,filler,0,0
790,64d5939602a7c6d21e8b7dcf,16,high_vital23,6,4,filler,filler,23,filler,0,0
816,64d5939602a7c6d21e8b7dcf,42,high_vital27,5,5,filler,filler,27,filler,0,0
812,64d5939602a7c6d21e8b7dcf,38,high_vital35,6,5,filler,filler,35,filler,0,0
799,64d5939602a7c6d21e8b7dcf,25,ip_circ11,5,5,ip,circ,11,content,0,1
814,64d5939602a7c6d21e8b7dcf,40,ip_circ17,4,5,ip,circ,17,content,0,1
796,64d5939602a7c6d21e8b7dcf,22,ip_circ5,3,5,ip,circ,5,content,0,1
792,64d5939602a7c6d21e8b7dcf,18,ip_deontic1,5,6,ip,deontic,1,content,0,1
784,64d5939602a7c6d21e8b7dcf,10,ip_deontic13,6,6,ip,deontic,13,content,0,1
780,64d5939602a7c6d21e8b7dcf,6,ip_deontic7,5,6,ip,deontic,7,content,0,1
800,64d5939602a7c6d21e8b7dcf,26,ip_epist12,2,1,ip,epist,12,content,0,1
805,64d5939602a7c6d21e8b7dcf,31,ip_epist18,4,2,ip,epist,18,content,0,1
803,64d5939602a7c6d21e8b7dcf,29,ip_epist6,3,1,ip,epist,6,content,0,1
778,64d5939602a7c6d21e8b7dcf,4,low_clear20,3,3,filler,filler,20,filler,0,0
809,64d5939602a7c6d21e8b7dcf,35,low_clear24,3,4,filler,filler,24,filler,0,0
785,64d5939602a7c6d21e8b7dcf,11,low_clear28,1,4,filler,filler,28,filler,0,0
806,64d5939602a7c6d21e8b7dcf,32,low_obvious32,4,4,filler,filler,32,filler,0,0
794,64d5939602a7c6d21e8b7dcf,20,low_obvious36,5,3,filler,filler,36,filler,0,0
787,64d5939602a7c6d21e8b7dcf,13,low_obvious40,2,4,filler,filler,40,filler,0,0
795,64d5939602a7c6d21e8b7dcf,21,notcrucial21,6,2,filler,filler,21,filler,0,0
791,64d5939602a7c6d21e8b7dcf,17,notcrucial25,5,3,filler,filler,25,filler,0,0
775,64d5939602a7c6d21e8b7dcf,1,notcrucial29,5,4,filler,filler,29,filler,0,0
808,64d5939602a7c6d21e8b7dcf,34,notcrucial37,5,1,filler,filler,37,filler,0,0
783,64d5939602a7c6d21e8b7dcf,9,notgoing34,4,5,filler,filler,34,filler,0,0
798,64d5939602a7c6d21e8b7dcf,24,notgoing38,4,6,filler,filler,38,filler,0,0
786,64d5939602a7c6d21e8b7dcf,12,notgoing42,4,6,filler,filler,42,filler,0,0
804,64d5939602a7c6d21e8b7dcf,30,notvital33,6,3,filler,filler,33,filler,0,0
779,64d5939602a7c6d21e8b7dcf,5,notvital41,3,4,filler,filler,41,filler,0,0
777,64d5939602a7c6d21e8b7dcf,3,p_circ14,4,6,p,circ,14,content,0,1
811,64d5939602a7c6d21e8b7dcf,37,p_circ2,5,5,p,circ,2,content,0,1
801,64d5939602a7c6d21e8b7dcf,27,p_circ8,4,4,p,circ,8,content,0,1
813,64d5939602a7c6d21e8b7dcf,39,p_deontic10,5,6,p,deontic,10,content,0,1
789,64d5939602a7c6d21e8b7dcf,15,p_deontic16,5,6,p,deontic,16,content,0,1
782,64d5939602a7c6d21e8b7dcf,8,p_deontic4,5,6,p,deontic,4,content,0,1
802,64d5939602a7c6d21e8b7dcf,28,p_epist15,5,4,p,epist,15,content,0,1
776,64d5939602a7c6d21e8b7dcf,2,p_epist3,5,3,p,epist,3,content,0,1
797,64d5939602a7c6d21e8b7dcf,23,p_epist9,4,2,p,epist,9,content,0,1
1182,64dce63b6fe1297e9a1a421c,25,happy22,5,5,filler,filler,22,filler,0,3
1198,64dce63b6fe1297e9a1a421c,41,happy26,5,5,filler,filler,26,filler,0,3
1189,64dce63b6fe1297e9a1a421c,32,happy30,5,5,filler,filler,30,filler,0,3
1186,64dce63b6fe1297e9a1a421c,29,high_crucial31,6,5,filler,filler,31,filler,0,3
1158,64dce63b6fe1297e9a1a421c,1,high_crucial39,6,5,filler,filler,39,filler,0,3
1190,64dce63b6fe1297e9a1a421c,33,high_vital19,6,5,filler,filler,19,filler,0,3
1193,64dce63b6fe1297e9a1a421c,36,high_vital23,6,5,filler,filler,23,filler,0,3
1183,64dce63b6fe1297e9a1a421c,26,high_vital27,6,5,filler,filler,27,filler,0,3
1162,64dce63b6fe1297e9a1a421c,5,high_vital35,6,5,filler,filler,35,filler,0,3
1178,64dce63b6fe1297e9a1a421c,21,ip_circ1,3,5,ip,circ,1,content,0,3
1173,64dce63b6fe1297e9a1a421c,16,ip_circ13,5,5,ip,circ,13,content,0,3
1163,64dce63b6fe1297e9a1a421c,6,ip_circ7,5,5,ip,circ,7,content,0,3
1194,64dce63b6fe1297e9a1a421c,37,ip_deontic15,5,5,ip,deontic,15,content,0,3
1187,64dce63b6fe1297e9a1a421c,30,ip_deontic3,5,5,ip,deontic,3,content,0,3
1161,64dce63b6fe1297e9a1a421c,4,ip_deontic9,4,5,ip,deontic,9,content,0,3
1169,64dce63b6fe1297e9a1a421c,12,ip_epist14,5,3,ip,epist,14,content,0,3
1184,64dce63b6fe1297e9a1a421c,27,ip_epist2,5,5,ip,epist,2,content,0,3
1181,64dce63b6fe1297e9a1a421c,24,ip_epist8,4,2,ip,epist,8,content,0,3
1175,64dce63b6fe1297e9a1a421c,18,low_clear20,5,5,filler,filler,20,filler,0,3
1167,64dce63b6fe1297e9a1a421c,10,low_clear24,3,5,filler,filler,24,filler,0,3
1188,64dce63b6fe1297e9a1a421c,31,low_clear28,3,5,filler,filler,28,filler,0,3
1192,64dce63b6fe1297e9a1a421c,35,low_obvious32,3,5,filler,filler,32,filler,0,3
1177,64dce63b6fe1297e9a1a421c,20,low_obvious36,2,5,filler,filler,36,filler,0,3
1185,64dce63b6fe1297e9a1a421c,28,low_obvious40,3,5,filler,filler,40,filler,0,3
1171,64dce63b6fe1297e9a1a421c,14,notcrucial21,5,5,filler,filler,21,filler,0,3
1159,64dce63b6fe1297e9a1a421c,2,notcrucial25,3,4,filler,filler,25,filler,0,3
1172,64dce63b6fe1297e9a1a421c,15,notcrucial29,5,4,filler,filler,29,filler,0,3
1195,64dce63b6fe1297e9a1a421c,38,notcrucial37,6,5,filler,filler,37,filler,0,3
1170,64dce63b6fe1297e9a1a421c,13,notgoing34,5,5,filler,filler,34,filler,0,3
1199,64dce63b6fe1297e9a1a421c,42,notgoing38,5,5,filler,filler,38,filler,0,3
1165,64dce63b6fe1297e9a1a421c,8,notgoing42,4,5,filler,filler,42,filler,0,3
1179,64dce63b6fe1297e9a1a421c,22,notvital33,5,5,filler,filler,33,filler,0,3
1176,64dce63b6fe1297e9a1a421c,19,notvital41,5,5,filler,filler,41,filler,0,3
1164,64dce63b6fe1297e9a1a421c,7,p_circ10,4,5,p,circ,10,content,0,3
1160,64dce63b6fe1297e9a1a421c,3,p_circ16,5,5,p,circ,16,content,0,3
1174,64dce63b6fe1297e9a1a421c,17,p_circ4,5,5,p,circ,4,content,0,3
1168,64dce63b6fe1297e9a1a421c,11,p_deontic12,5,5,p,deontic,12,content,0,3
1166,64dce63b6fe1297e9a1a421c,9,p_deontic18,5,5,p,deontic,18,content,0,3
1196,64dce63b6fe1297e9a1a421c,39,p_deontic6,5,5,p,deontic,6,content,0,3
1180,64dce63b6fe1297e9a1a421c,23,p_epist11,5,5,p,epist,11,content,0,3
1191,64dce63b6fe1297e9a1a421c,34,p_epist17,5,5,p,epist,17,content,0,3
1197,64dce63b6fe1297e9a1a421c,40,p_epist5,4,5,p,epist,5,content,0,3
796,58a53fd327c3bb00014e74e2,17,happy22,5,6,filler,filler,22,filler,1,1
811,58a53fd327c3bb00014e74e2,32,happy26,4,6,filler,filler,26,filler,1,1
801,58a53fd327c3bb00014e74e2,22,happy30,6,6,filler,filler,30,filler,1,1
808,58a53fd327c3bb00014e74e2,29,high_crucial31,6,5,filler,filler,31,filler,1,1
817,58a53fd327c3bb00014e74e2,38,high_crucial39,6,4,filler,filler,39,filler,1,1
802,58a53fd327c3bb00014e74e2,23,high_vital19,6,4,filler,filler,19,filler,1,1
792,58a53fd327c3bb00014e74e2,13,high_vital23,6,6,filler,filler,23,filler,1,1
812,58a53fd327c3bb00014e74e2,33,high_vital27,6,4,filler,filler,27,filler,1,1
798,58a53fd327c3bb00014e74e2,19,high_vital35,5,2,filler,filler,35,filler,1,1
804,58a53fd327c3bb00014e74e2,25,ip_circ11,5,6,ip,circ,11,content,1,1
816,58a53fd327c3bb00014e74e2,37,ip_circ17,4,5,ip,circ,17,content,1,1
780,58a53fd327c3bb00014e74e2,1,ip_circ5,4,5,ip,circ,5,content,1,1
791,58a53fd327c3bb00014e74e2,12,ip_deontic1,6,6,ip,deontic,1,content,1,1
786,58a53fd327c3bb00014e74e2,7,ip_deontic13,6,6,ip,deontic,13,content,1,1
815,58a53fd327c3bb00014e74e2,36,ip_deontic7,6,6,ip,deontic,7,content,1,1
818,58a53fd327c3bb00014e74e2,39,ip_epist12,3,1,ip,epist,12,content,1,1
814,58a53fd327c3bb00014e74e2,35,ip_epist18,3,2,ip,epist,18,content,1,1
787,58a53fd327c3bb00014e74e2,8,ip_epist6,3,1,ip,epist,6,content,1,1
819,58a53fd327c3bb00014e74e2,40,low_clear20,2,3,filler,filler,20,filler,1,1
783,58a53fd327c3bb00014e74e2,4,low_clear24,4,5,filler,filler,24,filler,1,1
807,58a53fd327c3bb00014e74e2,28,low_clear28,4,6,filler,filler,28,filler,1,1
800,58a53fd327c3bb00014e74e2,21,low_obvious32,3,6,filler,filler,32,filler,1,1
785,58a53fd327c3bb00014e74e2,6,low_obvious36,5,6,filler,filler,36,filler,1,1
809,58a53fd327c3bb00014e74e2,30,low_obvious40,3,5,filler,filler,40,filler,1,1
794,58a53fd327c3bb00014e74e2,15,notcrucial21,6,3,filler,filler,21,filler,1,1
803,58a53fd327c3bb00014e74e2,24,notcrucial25,3,2,filler,filler,25,filler,1,1
790,58a53fd327c3bb00014e74e2,11,notcrucial29,6,3,filler,filler,29,filler,1,1
797,58a53fd327c3bb00014e74e2,18,notcrucial37,5,2,filler,filler,37,filler,1,1
793,58a53fd327c3bb00014e74e2,14,notgoing34,4,6,filler,filler,34,filler,1,1
799,58a53fd327c3bb00014e74e2,20,notgoing38,5,6,filler,filler,38,filler,1,1
788,58a53fd327c3bb00014e74e2,9,notgoing42,5,6,filler,filler,42,filler,1,1
820,58a53fd327c3bb00014e74e2,41,notvital33,6,4,filler,filler,33,filler,1,1
806,58a53fd327c3bb00014e74e2,27,notvital41,5,2,filler,filler,41,filler,1,1
813,58a53fd327c3bb00014e74e2,34,p_circ14,5,3,p,circ,14,content,1,1
784,58a53fd327c3bb00014e74e2,5,p_circ2,4,6,p,circ,2,content,1,1
789,58a53fd327c3bb00014e74e2,10,p_circ8,4,6,p,circ,8,content,1,1
805,58a53fd327c3bb00014e74e2,26,p_deontic10,6,6,p,deontic,10,content,1,1
810,58a53fd327c3bb00014e74e2,31,p_deontic16,6,6,p,deontic,16,content,1,1
781,58a53fd327c3bb00014e74e2,2,p_deontic4,5,6,p,deontic,4,content,1,1
795,58a53fd327c3bb00014e74e2,16,p_epist15,4,1,p,epist,15,content,1,1
782,58a53fd327c3bb00014e74e2,3,p_epist3,3,2,p,epist,3,content,1,1
821,58a53fd327c3bb00014e74e2,42,p_epist9,2,4,p,epist,9,content,1,1
2394,59b2d1e1773f41000148789e,14,happy22,3,6,filler,filler,22,filler,1,6
2405,59b2d1e1773f41000148789e,25,happy26,5,6,filler,filler,26,filler,1,6
2410,59b2d1e1773f41000148789e,30,happy30,6,6,filler,filler,30,filler,1,6
2398,59b2d1e1773f41000148789e,18,high_crucial31,6,6,filler,filler,31,filler,1,6
2411,59b2d1e1773f41000148789e,31,high_crucial39,6,6,filler,filler,39,filler,1,6
2393,59b2d1e1773f41000148789e,13,high_vital19,6,6,filler,filler,19,filler,1,6
2408,59b2d1e1773f41000148789e,28,high_vital23,6,6,filler,filler,23,filler,1,6
2406,59b2d1e1773f41000148789e,26,high_vital27,6,6,filler,filler,27,filler,1,6
2390,59b2d1e1773f41000148789e,10,high_vital35,6,6,filler,filler,35,filler,1,6
2384,59b2d1e1773f41000148789e,4,ip_circ10,6,6,ip,circ,10,content,1,6
2392,59b2d1e1773f41000148789e,12,ip_circ16,5,6,ip,circ,16,content,1,6
2389,59b2d1e1773f41000148789e,9,ip_deontic12,6,6,ip,deontic,12,content,1,6
2414,59b2d1e1773f41000148789e,34,ip_deontic18,6,6,ip,deontic,18,content,1,6
2420,59b2d1e1773f41000148789e,40,ip_deontic6,5,6,ip,deontic,6,content,1,6
2416,59b2d1e1773f41000148789e,36,ip_epist11,3,3,ip,epist,11,content,1,6
2387,59b2d1e1773f41000148789e,7,ip_epist17,5,5,ip,epist,17,content,1,6
2403,59b2d1e1773f41000148789e,23,ip_epist5,5,5,ip,epist,5,content,1,6
2417,59b2d1e1773f41000148789e,37,low_clear20,4,5,filler,filler,20,filler,1,6
2415,59b2d1e1773f41000148789e,35,low_clear24,4,5,filler,filler,24,filler,1,6
2412,59b2d1e1773f41000148789e,32,low_clear28,3,5,filler,filler,28,filler,1,6
2399,59b2d1e1773f41000148789e,19,low_obvious32,3,5,filler,filler,32,filler,1,6
2397,59b2d1e1773f41000148789e,17,low_obvious36,4,6,filler,filler,36,filler,1,6
2409,59b2d1e1773f41000148789e,29,low_obvious40,6,6,filler,filler,40,filler,1,6
2386,59b2d1e1773f41000148789e,6,notcrucial21,6,6,filler,filler,21,filler,1,6
2419,59b2d1e1773f41000148789e,39,notcrucial25,6,4,filler,filler,25,filler,1,6
2400,59b2d1e1773f41000148789e,20,notcrucial29,6,6,filler,filler,29,filler,1,6
2391,59b2d1e1773f41000148789e,11,notcrucial37,5,5,filler,filler,37,filler,1,6
2396,59b2d1e1773f41000148789e,16,notgoing34,5,6,filler,filler,34,filler,1,6
2385,59b2d1e1773f41000148789e,5,notgoing38,5,6,filler,filler,38,filler,1,6
2383,59b2d1e1773f41000148789e,3,notgoing42,5,6,filler,filler,42,filler,1,6
2395,59b2d1e1773f41000148789e,15,notvital33,6,6,filler,filler,33,filler,1,6
2381,59b2d1e1773f41000148789e,1,notvital41,5,6,filler,filler,41,filler,1,6
2388,59b2d1e1773f41000148789e,8,p_circ1,5,6,p,circ,1,content,1,6
2382,59b2d1e1773f41000148789e,2,p_circ13,4,5,p,circ,13,content,1,6
2421,59b2d1e1773f41000148789e,41,p_circ7,5,6,p,circ,7,content,1,6
